Item Identifier,Item Weight,Item Fat Content,Item Visibility,Item Type,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating,Order Date
FDS12,4.79,Regular,0.0685,Breads,OUT013,1987,High,Tier 3,Supermarket Type1,8149.3627,4.5,2023-12-02
DRN57,6.04,LF,0.064591,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,3775.6443,3.7,2022-07-21
FDP36,4.852,low fat,0.06115,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,2202.3503,3.6,2022-12-08
FDY22,17.995,low fat,0.034939,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3836.4675,4.1,2022-05-31
DRB48,20.082,Low Fat ,0.091302,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,1734.7443,4.0,2023-06-14
FDN38,,LF,0.14558,Canned,OUT017,2007,,Tier 2,Supermarket Type1,2343.6271,4.0,2022-10-17
FDC12,,Low Fat,0.063789,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.3003,4.1,2023-08-23
FDP20,,Low Fat ,0.0,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,2107.3256,3.9,2023-11-04
DRE42,10.471,Regular,0.077087,Soft Drinks,OUT017,2007,,Tier 2,Supermarket Type1,2431.8036,3.7,2023-01-27
FDJ36,19.241,LF,0.061801,Baking Goods,OUT046,1997,Small,Tier 1,Supermarket Type1,4855.1824,3.2,2023-12-18
FDG39,19.711,Low Fat ,0.083747,Seafood,OUT045,2002,,Tier 2,Supermarket Type1,7704.0182,3.4,2023-11-05
FDW58,15.151,Low Fat ,0.038359,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,777.4296,3.3,2023-10-06
FDM31,4.659,LF,0.046322,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,6957.2672,3.9,2023-03-15
FDC55,,Regular,0.024587,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,4376.4388,4.1,2022-08-06
FDW10,12.106,low fat,0.078925,Canned,OUT017,2007,,Tier 2,Supermarket Type1,3439.2053,4.3,2023-08-10
FDS59,17.444, Regular,0.085716,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,2426.6867,3.2,2023-02-06
FDE19,4.573,Low Fat,0.138695,Canned,OUT010,1998,,Tier 3,Grocery Store,515.674,3.582,2023-11-21
NCU35,20.96,LF,0.044974,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,4149.7495,3.995,2023-04-27
FDR13,14.016,low fat,0.148844,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,5584.7622,3.5,2023-04-20
FDK17,7.562,Low Fat,0.104651,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,6391.3487,4.6,2023-11-10
NCS14,16.323,low fat,0.071416,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,1982.5103,3.1,2023-08-08
FDF41,, Regular,0.03404,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,1766.3245,4.04,2022-09-26
FDV10,,Low Fat,0.06139,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,5175.445,4.224,2022-06-27
FDX48,11.016,Low Fat ,0.0,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,1680.9491,4.03,2022-09-25
DRH24,12.593,Low Fat,0.02268,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,3413.4306,3.8,2022-03-05
NCG55,13.309,LF,0.05603,Household,OUT017,2007,,Tier 2,Supermarket Type1,1971.7381,4.2,2023-02-18
NCJ56,5.504,Low Fat,0.160005,Household,OUT017,2007,,Tier 2,Supermarket Type1,2436.2042,4.7,2022-11-14
FDP33,12.585,low fat,0.07027,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,3223.6073,3.983,2023-02-22
FDK24,11.935,low fat,0.020471,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,3033.3762,4.4,2022-01-22
FDQ55,19.855,low fat,0.126482,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,2363.8019,3.4,2023-02-13
FDS28,16.939,LF,0.096675,Meat,OUT013,1987,High,Tier 3,Supermarket Type1,3654.4396,4.3,2022-01-23
FDU55,20.9,Low Fat ,0.166156,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2321.0602,4.0,2022-10-11
FDY34,,LF,0.027945,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,4202.6312,3.7,2023-04-27
DRB37,16.928,LF,0.0,Soft Drinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,4494.2481,3.4,2022-03-04
FDK49,4.979,Low Fat ,0.063391,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2183.2434,3.478,2023-04-29
FDR38,7.45,Low Fat ,0.043321,Frozen Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,7931.1888,4.0,2022-02-01
FDC39,5.657,Low Fat ,0.082709,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1430.3174,4.206,2022-12-28
FDH25,18.309,Regular,0.047195,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648,3.8,2022-07-19
FDN49,, Regular,0.107216,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,4373.528,4.2,2022-12-24
FDF34,,reg,0.033422,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.5556,4.4,2022-12-28
FDH35,,Low Fat ,0.080606,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,3063.3835,4.8,2023-10-01
FDH13,,reg,0.100433,Dairy,OUT010,1998,,Tier 3,Grocery Store,1279.6468,4.2,2022-07-06
DRU28,5.758,Low Fat ,0.127154,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2462.9393,4.096,2022-02-09
FDP26,7.446,low fat,0.027715,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966.7913,4.2,2023-01-30
FDV20,16.505,low fat,0.041643,Frozen Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2028.435,4.0,2023-02-10
FDS26,9.766,low fat,0.103745,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2315.7393,3.9,2023-01-15
FDR58,14.98,Low Fat,0.018405,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,5059.3051,4.5,2022-08-14
DRF57,9.904,Regular,0.048864,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,1984.942,4.1,2022-05-27
FDU22,14.368,LF,0.075336,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,1210.5905,3.8,2023-01-25
FDB58,17.531,Low Fat ,0.059842,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,1509.3244,4.2,2023-08-04
FDH34,8.424,reg,0.042375,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,7436.5938,4.6,2023-04-01
FDM30,8.742,Low Fat ,0.022763,Meat,OUT045,2002,,Tier 2,Supermarket Type1,4401.6367,4.1,2022-05-29
FDV25,19.906,low fat,0.0,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,6965.5156,4.3,2023-03-05
FDR17,,low fat,0.023041,Baking Goods,OUT027,1985,Medium,Tier 3,Supermarket Type3,5959.9909,4.1,2022-03-23
FDP34,12.561,Low Fat,0.080587,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,2481.7804,4.1,2022-07-22
DRU18,8.703,Low Fat,0.045798,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,4008.8815,4.3,2023-07-27
FDD53,12.491,reg,0.041218,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,1891.0119,3.5,2022-10-02
NCW19,15.861,low fat,0.0,Health and Hygiene,OUT017,2007,,Tier 2,Supermarket Type1,771.9007,4.0,2022-07-13
FDH42,6.903,LF,0.067163,Meat,OUT027,1985,Medium,Tier 3,Supermarket Type3,4356.0538,4.3,2023-05-27
NCJ46,7.234,low fat,0.019765,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,4036.3943,3.9,2022-10-10
FDD45,18.262, Regular,0.034837,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,7792.4828,4.1,2023-10-21
FDV17,21.054,Low Fat,0.026493,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,775.4542,4.2,2022-04-03
DRW26,10.189,Low Fat ,0.069329,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,7891.828,4.016,2023-02-04
FDC44,,Low Fat,0.020948,Snack Foods,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.4576,3.6,2022-11-02
NCN35,16.393,LF,0.076701,Household,OUT013,1987,High,Tier 3,Supermarket Type1,9675.3304,3.8,2022-03-02
FDN24,7.613,LF,0.039062,Baking Goods,OUT018,2009,Medium,Tier 3,Supermarket Type2,6058.7585,3.6,2023-07-22
NCH50,12.83,Low Fat,0.056465,Household,OUT046,1997,Small,Tier 1,Supermarket Type1,6026.7141,4.0,2022-06-12
FDA23,,Low Fat ,0.061423,Baking Goods,OUT045,2002,,Tier 2,Supermarket Type1,3396.111,4.4,2023-07-05
FDD47,9.014, Regular,0.077965,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,3953.61,4.6,2023-04-22
FDX12,9.05,reg,0.023955,Dairy,OUT027,1985,Medium,Tier 3,Supermarket Type3,2345.9593,4.5,2022-01-25
FDF11,6.732,Low Fat ,0.052361,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1189.4717,3.8,2022-05-12
NCN29,18.345,low fat,0.045976,Health and Hygiene,OUT027,1985,Medium,Tier 3,Supermarket Type3,3687.6429,4.1,2023-01-29
FDC22,7.88,reg,0.040978,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,2764.1109,3.874,2023-01-11
FDE22,,reg,0.05178,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,2708.0421,3.9,2022-08-12
FDQ41,6.054,LF,0.049927,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,3087.1886,3.7,2023-05-24
FDG22,,LF,0.035648,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.8661,4.1,2022-10-14
DRR20,,Low Fat,0.082665,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,1172.18,3.6,2022-09-05
DRS53,14.269,Regular,0.0,Soft Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,2435.2551,3.8,2022-05-13
FDW36,9.086,LF,0.0,Frozen Foods,OUT019,1985,Small,Tier 1,Grocery Store,1918.2719,3.4,2023-10-28
FDK55,20.937,LF,0.063561,Starchy Foods,OUT019,1985,Small,Tier 1,Grocery Store,651.7033,4.0,2022-01-13
FDG29,11.46,Low Fat ,0.0,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2837.2863,3.7,2023-12-21
FDV55,9.746,low fat,0.136641,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,4890.3802,3.6,2023-09-22
FDV39,11.544,LF,0.037268,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,3244.9201,3.9,2023-09-20
NCC34,4.652,Low Fat ,0.143371,Health and Hygiene,OUT013,1987,High,Tier 3,Supermarket Type1,2844.4436,3.986,2022-03-09
FDY17,9.351,Low Fat ,0.0,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.5879,3.7,2023-02-14
NCX49,17.172,Low Fat,0.022032,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1544.2962,4.3,2023-01-31
DRS53,14.269,Regular,0.013454,Soft Drinks,OUT045,2002,,Tier 2,Supermarket Type1,2534.8308,4.1,2022-01-01
FDW50,10.758,Regular,0.117883,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,12937.6238,4.3,2023-09-19
FDH49,7.134,Low Fat ,0.110507,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,10084.1216,4.0,2023-04-08
FDU38,20.856,low fat,0.08878,Fruits and Vegetables,OUT035,2004,Small,Tier 2,Supermarket Type1,1650.2241,3.9,2022-07-01
FDD59,8.724,Regular,0.072285,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,4047.5239,4.4,2023-09-28
FDC50,6.641,Low Fat,0.029623,Meat,OUT046,1997,Small,Tier 1,Supermarket Type1,2294.7228,4.2,2022-12-26
FDR19,,low fat,0.029512,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,4237.3872,3.925,2023-01-27
FDR24,, Regular,0.042921,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,1148.5153,3.9,2023-02-23
FDF35,18.693,LF,0.175971,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,4524.5976,3.7,2023-12-25
FDE46,6.907,Low Fat ,0.016541,Canned,OUT027,1985,Medium,Tier 3,Supermarket Type3,1919.3081,3.4,2022-05-11
FDM26,15.239,reg,0.039232,Breads,OUT017,2007,,Tier 2,Supermarket Type1,2441.6948,3.9,2023-08-09
FDH52,19.207,LF,0.038972,Baking Goods,OUT017,2007,,Tier 2,Supermarket Type1,2503.7544,3.603,2023-06-17
FDB34,20.298,Regular,0.067607,Dairy,OUT045,2002,,Tier 2,Supermarket Type1,1477.4949,4.0,2023-02-18
FDN29,14.121,LF,0.038331,Canned,OUT017,2007,,Tier 2,Supermarket Type1,1656.2948,3.776,2022-01-26
FDH14,11.919,Regular,0.065936,Starchy Foods,OUT017,2007,,Tier 2,Supermarket Type1,3711.7079,3.8,2022-09-16
FDA15,18.04,reg,0.082212,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,2030.0946,4.4,2022-10-19
FDS40,9.643,Low Fat ,0.0,Frozen Foods,OUT019,1985,Small,Tier 1,Grocery Store,1039.2732,3.7,2023-02-17
FDV47,6.823,LF,0.049392,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,1545.8947,3.8,2023-06-07
FDH15,, Regular,0.0,Dairy,OUT017,2007,,Tier 2,Supermarket Type1,1999.9609,4.2,2023-08-26
FDW46,7.853,Regular,0.07028,Breads,OUT013,1987,High,Tier 3,Supermarket Type1,3668.3448,3.8,2023-10-18
FDV14,17.416, Regular,0.050659,Baking Goods,OUT010,1998,,Tier 3,Grocery Store,1693.5322,3.232,2022-01-08
FDX58,16.851, Regular,0.113784,Starchy Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,9646.9119,4.6,2023-03-01
FDM19,17.468, Regular,0.059297,Canned,OUT045,2002,,Tier 2,Supermarket Type1,689.0583,3.7,2023-01-25
FDR12,19.066,Regular,0.034362,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,1615.2937,4.1,2023-05-08
FDA54,6.503,Low Fat ,0.024783,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,1088.7341,4.4,2022-10-11
FDF33,,reg,0.025194,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,7328.2272,4.4,2022-09-19
NCM20,13.713,LF,0.180111,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,1634.8482,4.2,2023-06-15
FDS47,6.875,low fat,0.067001,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2925.8316,4.1,2023-07-16
FDF19,19.185,Low Fat ,0.124093,Frozen Foods,OUT045,2002,,Tier 2,Supermarket Type1,693.1677,3.0,2022-05-19
FDF49,14.876,LF,0.066452,Frozen Foods,OUT013,1987,High,Tier 3,Supermarket Type1,4014.6951,3.7,2022-05-29
FDS39,17.591,Low Fat ,0.0533,Fruits and Vegetables,OUT017,2007,,Tier 2,Supermarket Type1,2866.4383,4.2,2023-05-11
FDF34,5.09,Regular,0.021784,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,1395.884,3.901,2022-08-09
FDU26,10.34,Low Fat ,0.052594,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,1525.9722,3.8,2022-06-29
DRW27,7.103,Regular,0.105754,Hard Drinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1595.7555,4.2,2022-11-30
FDN57,7.271,LF,0.034478,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1055.2989,4.1,2022-04-26
NCU28,14.043,Low Fat ,0.117923,Household,OUT027,1985,Medium,Tier 3,Supermarket Type3,5921.2798,3.5,2023-02-15
FDA45,10.96, Regular,0.088372,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,1888.887,4.1,2023-09-18
FDX23,17.717,LF,0.052543,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,6297.3852,4.2,2023-05-19
FDK14,17.52,Regular,0.075071,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,3185.4397,4.1,2022-12-27
FDU45,20.12,LF,0.103032,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,1482.6985,3.6,2023-01-24
FDY51,10.12,Low Fat,0.026294,Meat,OUT035,2004,Small,Tier 2,Supermarket Type1,1368.0964,4.1,2022-10-24
DRE16,11.303,Low Fat,0.099653,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,3827.5608,3.4,2022-03-06
NCV25,,Low Fat ,0.073367,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,3804.1152,4.0,2023-11-11
FDX23,17.717,Low Fat ,0.118801,Canned,OUT049,1999,Medium,Tier 1,Supermarket Type1,2147.084,4.3,2022-09-22
FDV10,15.235,low fat,0.037714,Dairy,OUT035,2004,Small,Tier 2,Supermarket Type1,2452.4701,4.4,2023-06-24
FDB10,16.779,Low Fat ,0.028061,Breads,OUT027,1985,Medium,Tier 3,Supermarket Type3,2813.4119,3.7,2023-07-20
FDH24,5.563, Regular,0.026623,Baking Goods,OUT019,1985,Small,Tier 1,Grocery Store,496.1907,3.434,2023-02-17
NCF24,14.729,Low Fat ,0.057677,Household,OUT045,2002,,Tier 2,Supermarket Type1,860.08,4.118,2022-03-28
NCQ22,14.662,Low Fat,0.022887,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,2700.0153,4.2,2023-09-21
FDQ37,6.686, Regular,0.024684,Snack Foods,OUT010,1998,,Tier 3,Grocery Store,1024.5559,4.3,2022-05-16
DRR20,8.315,Low Fat ,0.047798,Soft Drinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.9232,3.7,2023-09-07
FDS47,6.875,LF,0.100084,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,3826.6308,4.084,2023-03-30
FDB34,20.298,reg,0.053812,Dairy,OUT013,1987,High,Tier 3,Supermarket Type1,2461.5832,4.6,2023-01-06
NCP21,19.786,low fat,0.032054,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1583.1083,3.9,2023-02-05
FDD12,7.357,reg,0.044496,Snack Foods,OUT035,2004,Small,Tier 2,Supermarket Type1,3762.812,4.2,2022-07-28
FDR38,,low fat,0.029272,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,2219.2944,4.1,2022-07-02
FDS49,,Regular,0.075463,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,2520.4216,3.984,2023-04-04
FDX20,19.133,Low Fat ,0.056341,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,9569.1511,4.4,2022-07-27
NCQ55,,Low Fat,0.197571,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,1572.0398,4.2,2022-10-28
NCC22,8.567,LF,0.025015,Health and Hygiene,OUT045,2002,,Tier 2,Supermarket Type1,1758.9821,3.4,2022-03-05
FDE18,18.777,Low Fat ,0.076339,Canned,OUT017,2007,,Tier 2,Supermarket Type1,941.8578,3.9,2022-02-16
NCN32,,low fat,0.055296,Others,OUT045,2002,,Tier 2,Supermarket Type1,2616.7439,3.8,2022-11-08
NCY44,11.451,LF,0.062,Health and Hygiene,OUT035,2004,Small,Tier 2,Supermarket Type1,1317.0082,3.6,2023-05-31
DRN57,6.04,low fat,0.051552,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,602.164,3.5,2023-07-08
FDA49,18.128, Regular,0.06235,Frozen Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,3075.4879,3.602,2023-02-11
FDH45,5.363,Low Fat ,0.066306,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,3230.1939,4.1,2023-12-02
FDW43,20.391,reg,0.017455,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1254.1661,3.8,2022-07-31
NCV25,4.785,low fat,0.035576,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,2235.6603,4.1,2022-06-02
DRP23,8.296,Regular,0.058866,Soft Drinks,OUT013,1987,High,Tier 3,Supermarket Type1,2612.0267,4.0,2023-03-26
DRW34,15.552, Regular,0.016232,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1954.5016,3.6,2023-02-15
DRM17,19.619, Regular,0.169231,Soft Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,2152.2819,4.0,2023-09-08
FDU12,19.02,reg,0.054497,Canned,OUT013,1987,High,Tier 3,Supermarket Type1,1872.1779,4.0,2023-03-01
FDF43,4.95,Low Fat,0.067348,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,1133.5438,4.1,2022-11-18
NCC13,11.653,LF,0.038547,Health and Hygiene,OUT018,2009,Medium,Tier 3,Supermarket Type2,3425.8768,3.5,2023-08-13
FDW59,,Low Fat,0.029838,Dairy,OUT010,1998,,Tier 3,Grocery Store,1848.9435,4.6,2023-01-10
FDE33,,Low Fat,0.039447,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,7227.7139,4.7,2023-05-26
FDK37,11.932,Low Fat,0.019601,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1812.2927,4.2,2023-12-28
FDY33,7.095,low fat,0.037942,Breads,OUT018,2009,Medium,Tier 3,Supermarket Type2,2261.4836,3.36,2023-07-30
DRF12,12.238,Low Fat,0.075166,Soft Drinks,OUT035,2004,Small,Tier 2,Supermarket Type1,2881.3057,4.1,2023-10-20
FDR13,14.016,Low Fat,0.06744,Frozen Foods,OUT017,2007,,Tier 2,Supermarket Type1,3938.3671,4.5,2022-09-25
FDC36,11.757,Low Fat ,0.032064,Canned,OUT017,2007,,Tier 2,Supermarket Type1,1345.8532,3.7,2022-08-27
FDN35,20.499,Low Fat ,0.034067,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,3800.094,4.3,2022-07-19
FDD39,19.409,Regular,0.023681,Fruits and Vegetables,OUT019,1985,Small,Tier 1,Grocery Store,1053.7319,4.2,2023-01-21
NCK37,21.282,Low Fat ,0.050856,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1829.3737,3.8,2022-01-31
FDY54,19.944,LF,0.03273,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,484.3824,4.1,2022-06-17
FDG30,8.154,Low Fat,0.0,Dairy,OUT019,1985,Small,Tier 1,Grocery Store,3982.1774,3.9,2023-05-27
FDK19,13.328, Regular,0.05196,Snack Foods,OUT046,1997,Small,Tier 1,Supermarket Type1,2171.1352,4.5,2022-10-30
FDE44,6.406,Regular,0.018711,Fruits and Vegetables,OUT045,2002,,Tier 2,Supermarket Type1,2060.3396,3.463,2022-06-07
FDH43,6.041,reg,0.026357,Fruits and Vegetables,OUT046,1997,Small,Tier 1,Supermarket Type1,1945.5692,3.6,2022-07-28
FDB34,20.298,Regular,0.03335,Dairy,OUT049,1999,Medium,Tier 1,Supermarket Type1,1869.794,4.4,2022-08-31
FDU46,13.585,Low Fat ,0.026559,Canned,OUT010,1998,,Tier 3,Grocery Store,1358.934,3.6,2022-02-13
FDG42,6.635,low fat,0.034216,Canned,OUT018,2009,Medium,Tier 3,Supermarket Type2,5347.3837,4.0,2022-09-24
FDJ52,15.723,Low Fat ,0.050174,Snack Foods,OUT017,2007,,Tier 2,Supermarket Type1,884.998,4.5,2022-08-17
FDV56,7.399, Regular,0.014075,Breads,OUT017,2007,,Tier 2,Supermarket Type1,2463.3341,4.5,2023-10-21
DRV59,20.406,low fat,0.020207,Hard Drinks,OUT046,1997,Small,Tier 1,Supermarket Type1,1734.6156,4.3,2023-04-26
NCB48,18.025,Low Fat,0.104519,Health and Hygiene,OUT046,1997,Small,Tier 1,Supermarket Type1,3505.0463,3.7,2023-07-31
FDF52,11.876,low fat,0.0,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,1488.8605,4.2,2022-02-17
FDK45,,Regular,0.060949,Snack Foods,OUT013,1987,High,Tier 3,Supermarket Type1,2484.8893,4.035,2022-09-26
FDP59,19.39,Regular,0.063694,Canned,OUT045,2002,,Tier 2,Supermarket Type1,1616.6431,3.6,2023-04-05
FDY51,10.12,LF,0.031613,Meat,OUT049,1999,Medium,Tier 1,Supermarket Type1,2311.1999,3.9,2023-11-01
FDK50,12.18,Low Fat ,0.049435,Baking Goods,OUT013,1987,High,Tier 3,Supermarket Type1,1473.2837,3.8,2022-08-24
FDF54,,Low Fat ,0.008264,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,2544.2271,4.328,2023-07-15
FDE40,7.628,Regular,0.028931,Fruits and Vegetables,OUT010,1998,,Tier 3,Grocery Store,2138.902,4.3,2022-03-04
FDU32,,Low Fat,0.09612,Fruits and Vegetables,OUT013,1987,High,Tier 3,Supermarket Type1,5536.3508,4.4,2023-08-14
FDG39,19.711,LF,0.098876,Seafood,OUT017,2007,,Tier 2,Supermarket Type1,4343.128,4.0,2023-02-17
FDR38,7.45,LF,0.046151,Frozen Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1545.2726,4.1,2022-01-08
FDX26,20.905,Regular,0.198044,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,4835.449,4.7,2023-04-11
FDK32,8.37,Low Fat ,0.034371,Canned,OUT046,1997,Small,Tier 1,Supermarket Type1,2455.2445,3.369,2023-10-27
FDG33,9.604,reg,0.051369,Seafood,OUT019,1985,Small,Tier 1,Grocery Store,400.3535,3.9,2022-01-06
FDY19,6.764,Low Fat ,0.024088,Dairy,OUT010,1998,,Tier 3,Grocery Store,877.6314,4.032,2023-07-31
FDU57,16.72,LF,0.02384,Fruits and Vegetables,OUT049,1999,Medium,Tier 1,Supermarket Type1,1779.8525,3.888,2022-07-23
FDV36,15.16,Low Fat,0.052158,Meat,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.989,4.019,2022-06-12
NCX27,6.221,LF,0.071481,Household,OUT013,1987,High,Tier 3,Supermarket Type1,1936.3855,3.8,2023-07-19
FDQ35,5.542,Regular,0.154649,Snack Foods,OUT045,2002,,Tier 2,Supermarket Type1,2977.0211,4.3,2023-11-14
FDR54,10.751,Low Fat,0.024206,Snack Foods,OUT027,1985,Medium,Tier 3,Supermarket Type3,4024.0955,4.3,2022-10-04
FDN11,17.81,reg,0.021726,Baking Goods,OUT035,2004,Small,Tier 2,Supermarket Type1,1946.028,3.9,2023-09-04
FDM37,20.897,reg,0.035612,Dairy,OUT046,1997,Small,Tier 1,Supermarket Type1,1508.4139,4.4,2023-07-17
FDY46,13.346,Regular,0.0653,Fruits and Vegetables,OUT018,2009,Medium,Tier 3,Supermarket Type2,1140.5441,4.5,2023-07-01
FDA47,5.41,reg,0.04634,Snack Foods,OUT049,1999,Medium,Tier 1,Supermarket Type1,1780.4843,4.2,2022-03-11
FDK54,20.174,Low Fat,0.0,Fruits and Vegetables,OUT027,1985,Medium,Tier 3,Supermarket Type3,7309.9615,4.3,2022-09-26
